#cue,target,fsg,bsg,qfr,tfr,jcn,jcn_sensed
comment,opinion,0.059,0,42,96,8.14571,7.747054802
comment,statement,0.026,0.043,42,141,3.074104,3.046846163
comment,suggestion,0.039,0.047,42,34,8.961055,18.74218782
comment,voice,0.013,0,42,226,7.354293,17.38666512
commercial,advertisement,0.204,0.125,61,2,1.646253,1.702147311
commercial,business,0.033,0,61,392,16.153262,16.8971242
commercial,money,0.013,0,61,265,13.635682,13.97984969
commercial,television,0.414,0.014,61,50,20.398172,20.38602716
commitment,boyfriend,0.026,0,13,0,17.678464,17.35434187
commitment,faith,0.013,0,13,111,0.624318,0.693147181
commitment,honesty,0.02,0,13,10,15.581421,15.49074751
commitment,love,0.053,0,13,232,14.305128,16.4635589
commitment,marriage,0.219,0.04,13,95,13.850991,15.87766404
commitment,movie,0.013,0,13,29,11.075914,10.22160933
commitment,obligation,0.026,0.11,13,16,7.317698,21.32116318
commitment,relationship,0.126,0.026,13,88,12.411259,16.61064241
commitment,responsibility,0.02,0.014,13,118,7.317698,9.758417751
commitment,ring,0.013,0,13,47,15.696123,17.2828829
committee,board,0.046,0.013,168,239,0.893084,0.8926701
committee,chairperson,0.046,0.074,168,0,16.476636,17.67434719
committee,congress,0.013,0,168,152,10.39015,12.03504281
committee,fraternity,0.013,0,168,6,12.500469,14.07217403
committee,group,0.296,0,168,390,5.271398,5.029829741
committee,meeting,0.125,0,168,159,8.98941,9.165815156
committee,member,0.033,0.014,168,137,7.093305,9.844348827
committee,organization,0.013,0,168,127,3.923985,9.965453562
committee,people,0.086,0,168,847,6.617083,7.491237727
committee,school,0.013,0,168,492,7.337888,10.44973967
committee,staff,0.013,0,168,113,8.476516,8.547585279
committee,team,0.02,0,168,83,5.661168,5.642881384
communication,conversation,0.02,0.02,67,10,5.439572,14.15987234
communication,disorder,0.033,0,67,7,10.434601,10.31975579
communication,language,0.013,0.068,67,109,3.556959,3.230353917
communication,phone,0.053,0.041,67,54,6.098193,18.8078186
communication,radio,0.026,0,67,120,12.475517,19.95428691
communication,relationship,0.02,0,67,88,6.991345,11.55321902
communication,speech,0.02,0,67,61,3.861481,3.583633271
communication,telephone,0.146,0.043,67,76,11.56524,18.8078186
communication,television,0.013,0.014,67,50,12.521129,16.62565795
communication,understanding,0.013,0,67,121,4.836736,4.521956718
communist,china,0.034,0,97,69,16.95375,18.33732882
communist,country,0.021,0,97,324,13.432375,15.88784218
communist,dictator,0.014,0.038,97,7,14.892255,15.97378783
communist,enemy,0.021,0,97,88,13.563736,19.21640383
communist,government,0.068,0,97,417,16.178088,17.42855826
communist,party,0.014,0,97,216,12.783474,13.14765835
communist,pig,0.014,0,97,8,14.174344,15.89682679
communist,politics,0.014,0,97,69,17.693165,17.42855826
communist,red,0.062,0,97,197,13.382581,13.9777279
communist,russia,0.123,0.174,97,72,17.736786,17.80281051
community,area,0.019,0,231,323,7.33708,16.21253939
community,center,0.013,0,231,224,8.268631,17.02948079
community,city,0.019,0,231,393,7.046471,8.528456365
community,college,0.013,0,231,267,5.272565,5.495800029
community,development,0.019,0.014,231,334,9.675391,8.266615524
community,environment,0.026,0,231,42,8.924906,16.10546801
community,family,0.019,0,231,331,7.58662,9.284852924
community,group,0.032,0,231,390,5.182985,5.349899765
community,home,0.032,0,231,547,8.268905,8.477211331
community,house,0.032,0,231,591,0.368546,0.399473478
community,neighborhood,0.123,0.034,231,1,0.783312,0.972590777
community,people,0.097,0,231,847,3.837299,2.496161188
community,service,0.052,0,231,315,9.035383,9.185732678
community,suburb,0.019,0,231,13,2.080633,1.935798839
community,town,0.11,0,231,212,7.337242,7.477951759
community,village,0.019,0.02,231,72,1.665687,1.758734214
community,work,0.019,0,231,760,9.718456,15.67689484
companion,buddy,0.028,0,19,13,3.699511,3.662060868
companion,dog,0.014,0,19,75,12.741613,13.43937443
companion,friend,0.643,0.033,19,133,1.425009,1.471393692
companion,girl,0.021,0,19,220,11.340954,12.45943843
companion,husband,0.014,0,19,131,13.04053,13.21053286
companion,lover,0.042,0.015,19,19,11.04094,11.34398924
companion,mate,0.07,0.035,19,21,5.252846,5.301351744
companion,partner,0.014,0.027,19,32,10.980685,14.44919122
companion,peer,0.014,0,19,8,10.66917,10.68344151
companion,spouse,0.021,0.024,19,3,10.980685,11.18658
company,business,0.097,0,290,392,6.514743,16.92498978
company,car,0.021,0,290,274,14.15829,16.85414334
company,corporation,0.083,0.218,290,90,9.19794,8.992827501
company,friend,0.097,0,290,133,11.100258,16.55007909
company,group,0.014,0,290,390,5.165663,16.88716111
company,guest,0.062,0.032,290,39,1.956002,1.939877833
company,industry,0.014,0.033,290,171,8.405127,16.98324013
company,money,0.014,0,290,265,16.219022,17.6347682
company,party,0.014,0,290,216,0,4.77E-09
company,people,0.069,0,290,847,6.511349,13.3727183
company,policy,0.014,0,290,222,15.708945,17.64128817
company,work,0.09,0,290,760,10.93159,12.87074625
compass,boat,0.013,0,13,72,11.429878,17.01958256
compass,circle,0.013,0,13,60,1.885946,18.52739828
compass,direction,0.519,0.029,13,134,7.464358,17.3963072
compass,instrument,0.013,0,13,47,5.392434,5.466059474
compass,magnet,0.013,0,13,3,15.235774,20.77379269
compass,needle,0.032,0,13,15,14.802315,14.91679824
compass,north,0.103,0,13,206,13.970188,21.28461831
compass,path,0.013,0,13,44,14.962668,17.35045857
compass,point,0.083,0,13,395,8.347873,18.52202254
compass,protractor,0.026,0.109,13,0,4.13131,3.717050331
compass,ruler,0.026,0,13,3,8.890707,9.088189375
compassion,emotion,0.013,0,5,34,6.499753,6.529985311
compassion,empathy,0.027,0,5,1,6.836625,6.782192056
compassion,feeling,0.04,0,5,172,5.452117,14.49153445
compassion,friend,0.013,0,5,133,18.15607,20.15628207
compassion,heart,0.04,0,5,173,8.93679,14.68569047
compassion,love,0.287,0,5,232,8.874926,9.003401466
compassion,passion,0.027,0,5,28,9.164559,14.38785602
compassion,sincerity,0.02,0,5,13,11.534158,15.17848519
compassion,sorrow,0.013,0,5,9,10.484378,10.52784617
compassion,sympathy,0.073,0,5,44,1.706723,1.791759469
compassion,understanding,0.02,0.06,5,121,12.371338,20.8826148
competence,ability,0.175,0.063,18,74,3.655265,3.73227877
competence,capability,0.077,0,18,14,5.072717,5.152341553
competence,confidence,0.021,0,18,56,18.937242,20.35975202
competence,intelligence,0.014,0,18,48,16.655563,19.23056615
competence,knowledge,0.028,0,18,145,14.10119,13.85930177
competition,challenge,0.021,0,63,36,14.778252,16.48423488
competition,contest,0.028,0.129,63,26,0,4.77E-09
competition,enemy,0.014,0,63,88,1.301805,1.198362691
competition,excitement,0.014,0,63,32,15.537601,15.98517741
competition,game,0.069,0,63,123,2.602811,2.673206053
competition,race,0.09,0,63,103,1.440908,1.847210774
competition,sport,0.118,0,63,17,8.215577,17.75853928
competition,team,0.014,0,63,83,14.41483,19.68544019
competition,test,0.021,0,63,119,13.184611,13.11035806
competition,winner,0.014,0,63,8,8.383705,8.332956867
compliment,praise,0.04,0.041,3,17,2.993878,2.817612404
compliment,smile,0.033,0,3,58,15.496908,15.97705314
compliment,thanks,0.193,0,3,37,13.622122,13.18584055
component,chemistry,0.02,0,25,16,12.261814,12.23602323
component,computer,0.014,0,25,13,13.754591,13.56347691
component,device,0.02,0,25,55,8.663785,8.94540782
component,element,0.02,0,25,52,0,4.77E-09
component,number,0.02,0,25,472,6.840179,15.27468502
component,opponent,0.027,0,25,13,14.070635,13.92601698
component,part,0.439,0,25,500,0,4.77E-09
component,piece,0.088,0,25,129,2.619783,2.604527433
component,thing,0.02,0,25,333,7.143929,12.73515495
compulsion,act,0.015,0,8,283,9.425781,9.453093068
compulsion,action,0.01,0,8,291,8.242868,8.259630713
compulsion,addiction,0.015,0,8,3,19.888228,20.45442804
compulsion,feeling,0.01,0,8,172,11.523791,13.92238491
compulsion,force,0.01,0,8,230,13.363267,20.07052939
compulsion,impulse,0.041,0,8,20,9.393905,12.55229766
compulsion,instant,0.015,0,8,38,18.69788,18.43010239
compulsion,liar,0.01,0,8,3,24.067389,23.63958854
compulsion,obsession,0.208,0,8,5,0,4.77E-09
compulsion,tendency,0.01,0,8,49,13.589172,17.30454509
computer,brain,0.014,0,13,45,16.467682,16.37282205
computer,calculator,0.014,0.023,13,1,0,4.77E-09
computer,disc,0.054,0.104,13,6,9.633726,11.19974791
computer,function,0.014,0,13,113,15.801533,17.41911532
computer,game,0.02,0,13,123,11.670518,18.12375688
computer,key,0.014,0,13,88,9.821928,10.90813634
computer,keyboard,0.048,0.217,13,4,13.175925,12.87372434
computer,machine,0.041,0.088,13,103,1.95919,1.831411189
computer,operator,0.014,0,13,49,15.220932,16.88364768
computer,printer,0.034,0.464,13,18,5.789215,5.527341201
computer,program,0.122,0.243,13,394,15.484191,16.14136113
computer,science,0.014,0,13,131,16.241412,18.33082176
computer,screen,0.027,0,13,48,10.329191,10.26692788
computer,technology,0.034,0.234,13,43,18.809013,20.98622823
computer,type,0.014,0,13,200,12.546422,14.09658093
computer,typewriter,0.014,0.145,13,10,6.246642,6.165428604
conceit,attitude,0.013,0,2,107,13.101867,13.02740289
conceit,deceit,0.013,0.013,2,2,18.840907,18.83478648
conceit,greed,0.013,0,2,3,17.774934,24.00591374
conceit,people,0.02,0,2,847,16.074069,17.00149383
conceit,pride,0.013,0,2,42,2.079443,2.014903021
concept,belief,0.021,0,85,64,2.774395,3.679052178
concept,idea,0.421,0.031,85,195,0.340092,0.369286369
concept,meaning,0.029,0,85,127,4.361517,4.383817747
concept,reason,0.029,0,85,241,6.550461,6.693058935
concept,thought,0.036,0,85,442,0.340092,0.369286369
concept,vision,0.014,0,85,56,7.507169,5.907720533
concept,way,0.036,0,85,909,3.247924,3.270864629
concert,band,0.048,0,39,53,17.566974,20.61998383
concert,fun,0.048,0,39,44,14.282246,17.16636717
concert,hall,0.041,0,39,152,19.379094,19.07100389
concert,music,0.395,0,39,216,16.21797,19.68519852
concert,orchestra,0.02,0,39,60,16.369291,20.32235143
concert,party,0.014,0,39,216,6.674142,6.690350926
concert,piano,0.02,0,39,38,18.848365,18.1436186
concert,rock,0.088,0,39,75,15.680125,15.01997183
concert,singer,0.014,0,39,10,18.237526,17.81541206
concert,star,0.014,0,39,25,16.451427,20.93013876
conclusion,answer,0.108,0,59,152,7.894591,10.6176919
conclusion,beginning,0.062,0,59,164,2.478339,5.027846336
conclusion,decision,0.023,0.015,59,119,0,4.77E-09
conclusion,ending,0.612,0,59,31,0,4.77E-09
conclusion,solution,0.023,0,59,59,7.894591,20.10363503
condition,accident,0.01,0,91,33,14.388075,18.24180616
condition,air,0.015,0.034,91,257,7.724274,15.43474214
condition,behavior,0.01,0,91,96,7.62602,11.85987961
condition,choice,0.01,0,91,113,10.567473,14.44389611
condition,circumstance,0.02,0.039,91,15,0,4.77E-09
condition,health,0.031,0,91,105,3.051013,5.659568245
condition,illness,0.02,0,91,20,2.667143,2.557920054
condition,issue,0.01,0,91,152,9.338725,13.72492253
condition,red,0.02,0,91,197,13.548483,17.36694147
condition,regulation,0.01,0,91,14,6.515464,15.84356859
condition,response,0.01,0,91,77,7.138268,6.912075219
condition,shampoo,0.01,0,91,2,0.013569,16.07713982
condition,shape,0.051,0,91,85,0,4.77E-09
condition,situation,0.061,0,91,196,2.901747,2.979900583
condition,state,0.092,0.021,91,808,1.164117,1.144882018
condition,train,0.02,0,91,82,0,18.42881745
condition,way,0.031,0,91,909,3.188806,3.284375422
condition,weather,0.02,0,91,69,11.654061,15.48842241
conditioner,air,0.11,0,13,257,15.251342,21.25631454
conditioner,hair,0.325,0,13,148,17.209334,18.29466023
conditioner,shampoo,0.455,0.403,13,2,15.482513,18.19860357
condom,protection,0.099,0.123,0,68,11.560827,11.58131022
condom,rubber,0.066,0.155,0,15,0,4.77E-09
condom,sex,0.533,0,0,84,16.695327,16.55285061
conductor,band,0.068,0,25,53,9.616864,18.87279268
conductor,driver,0.014,0,25,79,11.138959,16.17523302
conductor,electricity,0.108,0,25,26,17.421603,17.10496948
conductor,engineer,0.014,0,25,42,12.708741,15.13746239
conductor,leader,0.02,0,25,74,8.639085,11.24616938
conductor,metal,0.02,0,25,61,9.347279,11.55221908
conductor,music,0.115,0,25,216,8.305372,17.93800737
conductor,orchestra,0.128,0.052,25,60,17.673465,18.57516028
conductor,symphony,0.014,0,25,33,13.950114,19.55269464
conductor,teacher,0.061,0,25,80,12.662075,15.05940861
conductor,train,0.284,0,25,82,9.130752,18.09834699
conductor,wire,0.014,0,25,42,1.686989,1.728258831
cone,cup,0.014,0,13,45,8.981901,12.02912971
cone,cylinder,0.021,0.061,13,18,6.410215,6.202301343
cone,geometry,0.014,0,13,9,23.432374,23.0716045
cone,head,0.164,0,13,424,5.674081,9.980325134
cone,pyramid,0.014,0,13,2,14.540167,24.59007064
cone,shape,0.021,0,13,85,6.309228,20.03356562
cone,snow,0.027,0,13,59,16.94427,20.37159864
cone,triangle,0.014,0,13,4,12.999844,14.29781325
conference,boring,0.034,0,96,5,20.041285,21.54347995
conference,group,0.014,0,96,390,5.575099,5.323559348
conference,hall,0.014,0,96,152,16.966407,17.75680468
conference,meeting,0.39,0.274,96,159,1.701728,1.667238911
conference,people,0.027,0,96,847,6.920798,9.133602477
conference,room,0.13,0,96,383,8.934315,10.08484377
conference,table,0.014,0,96,198,9.386939,13.0140531
conference,teacher,0.027,0,96,80,17.390699,17.07384434
conference,trouble,0.014,0,96,134,15.255996,15.76920114
confession,booth,0.021,0,17,7,21.02342,20.7107505
confession,church,0.185,0,17,348,5.665401,5.534902914
confession,court,0.014,0,17,230,15.86823,20.69559194
confession,denial,0.014,0,17,18,13.507855,13.66641638
confession,guilt,0.048,0,17,33,22.300522,22.16488322
confession,priest,0.164,0,17,16,20.598595,19.73761587
confession,sin,0.103,0.05,17,67,13.748539,13.82911734
confession,truth,0.103,0,17,126,13.223315,10.86322384
confidence,attitude,0.021,0,56,107,11.271543,15.36341196
confidence,ego,0.042,0.013,56,13,6.092583,11.88069259
confidence,faith,0.014,0,56,111,13.491271,14.59878322
confidence,friend,0.028,0,56,133,16.903313,16.86541268
confidence,power,0.021,0,56,342,10.169526,18.62760961
confidence,pride,0.049,0.022,56,42,10.371723,18.88846444
confidence,security,0.091,0,56,91,0.845949,0.901365082
confidence,trust,0.021,0,56,52,0,4.77E-09
conflict,anger,0.014,0,52,48,8.563697,20.78003221
conflict,argument,0.081,0,52,63,1.880053,1.330321203
conflict,battle,0.014,0,52,87,0,4.77E-09
conflict,confusion,0.02,0,52,44,10.687757,20.10805113
conflict,personality,0.014,0.029,52,48,13.759322,13.72682284
conflict,problem,0.115,0,52,313,10.659617,10.53470958
conflict,quarrel,0.014,0,52,20,0.933456,0.985816795
conflict,schedule,0.027,0,52,36,15.375627,20.75061833
conflict,trouble,0.041,0,52,134,9.272395,19.33223565
conflict,war,0.054,0,52,464,1.10606,2.545193908
confusion,chaos,0.014,0.147,44,17,1.359627,1.386294361
confusion,life,0.014,0,44,715,9.691519,9.837621044
confusion,love,0.021,0,44,232,8.864148,9.003401466
confusion,mess,0.028,0,44,22,11.785782,14.88027798
confusion,mind,0.021,0,44,325,12.903392,19.32563608
confusion,order,0.014,0,44,376,9.651112,18.7743191
confusion,puzzle,0.014,0,44,10,21.287013,22.58098159
confusion,school,0.021,0,44,492,13.605812,18.96428888
confusion,state,0.014,0,44,808,5.50952,16.56870737
confusion,understanding,0.014,0,44,121,12.360481,16.07870308
congress,boring,0.02,0,152,5,20.662438,20.44486766
congress,democrat,0.033,0,152,13,19.847965,20.0560696
congress,government,0.086,0.016,152,417,9.204967,17.97217371
congress,house,0.026,0,152,591,2.644684,2.666391074
congress,joke,0.013,0,152,22,18.937242,18.6122862
congress,law,0.033,0,152,299,10.875476,18.06039794
congress,man,0.026,0,152,1207,10.982253,15.63471789
congress,politician,0.02,0,152,13,15.278139,17.8668132
congress,politics,0.059,0,152,69,17.208742,17.81422075
congress,president,0.046,0,152,382,16.072778,16.67289073
congress,senate,0.145,0.25,152,62,4.062464,4.821272323
congress,suit,0.013,0,152,48,17.003622,19.75724535
congress,usa,0.02,0,152,4,16.063999,16.55683138
conquest,adventure,0.034,0,9,14,16.416857,17.91211166
conquest,battle,0.041,0,9,87,12.530386,14.27206143
conquest,car,0.034,0,9,274,17.910234,20.70537415
conquest,challenge,0.021,0,9,36,14.953942,17.66427549
conquest,goal,0.034,0,9,60,5.659566,5.599787385
conquest,journey,0.027,0,9,28,9.649902,11.32563813
conquest,mission,0.055,0,9,78,13.88696,16.0292374
conquest,power,0.014,0,9,342,15.270906,20.13168701
conquest,trip,0.034,0,9,81,10.936133,12.56930058
conquest,victory,0.055,0.014,9,61,18.723436,20.60108659
conquest,war,0.014,0,9,464,13.290803,15.97659366
conscience,honesty,0.014,0,40,10,8.530749,8.540277892
conscience,knowledge,0.014,0,40,145,8.053605,8.165854175
conscience,mind,0.216,0,40,325,12.92524,13.58811995
conscience,science,0.02,0,40,131,12.35651,14.51443224
conscience,self,0.027,0,40,40,19.725422,23.27121756
conscience,thought,0.027,0,40,442,9.412828,17.51428934
conscience,truth,0.014,0,40,126,12.032102,15.26685603
conscience,voice,0.014,0,40,226,11.925063,16.56697637
consequence,action,0.033,0,30,291,3.679041,10.78465015
consequence,chance,0.013,0,30,131,7.47172,7.461808412
consequence,danger,0.013,0,30,70,15.43734,17.6628538
consequence,end,0.013,0,30,410,3.574901,15.61448444
consequence,face,0.013,0,30,371,7.868564,10.24686563
consequence,fault,0.013,0,30,22,6.60236,6.577925469
consequence,life,0.013,0,30,715,6.309387,16.81503221
consequence,mistake,0.013,0,30,34,15.039403,19.29197069
consequence,order,0.013,0,30,376,11.186058,14.25726418
consequence,price,0.02,0,30,108,3.181279,3.178752668
consequence,problem,0.02,0,30,313,13.332089,14.50831866
consequence,punishment,0.105,0,30,21,15.229741,10.17102913
consequence,reaction,0.026,0,30,124,2.736877,5.954979982
consequence,reward,0.013,0,30,15,1.416326,1.517870719
consequence,risk,0.026,0,30,54,15.43734,17.29522086
consequence,trial,0.013,0,30,134,9.197263,9.264498218
consequence,trouble,0.026,0,30,134,7.491422,7.523699288
consequence,truth,0.046,0.041,30,126,9.518099,9.28113461
constant,god,0.014,0,71,318,9.553836,15.75369513
constant,motion,0.014,0,71,55,12.001344,18.96151159
constitution,america,0.053,0,49,194,15.633794,16.91435705
constitution,document,0.047,0.02,49,13,5.1971,13.10134835
constitution,flag,0.013,0,49,16,14.458807,19.17094241
constitution,freedom,0.067,0,49,128,16.40124,16.55026829
constitution,government,0.053,0,49,417,11.586948,18.90826707
constitution,law,0.133,0,49,299,1.831881,1.926678787
constitution,paper,0.027,0,49,157,9.927825,13.95480337
constitution,usa,0.127,0,49,4,15.633794,24.44842012
constitution,will,0.013,0,49,2244,5.90392,15.76064381
construction,building,0.185,0.059,95,160,0,4.77E-09
construction,company,0.015,0,95,290,10.417318,11.44160992
construction,destruction,0.03,0.015,95,38,12.071026,12.76339394
construction,dirt,0.015,0,95,43,10.774353,16.82594542
construction,house,0.015,0,95,591,3.339054,16.7420364
construction,man,0.015,0,95,1207,6.043465,15.49124981
construction,site,0.052,0.204,95,64,9.423206,18.35102447
construction,work,0.067,0,95,760,5.506335,8.804263111
construction,worker,0.067,0.021,95,30,6.44139,13.35154812
contact,eye,0.022,0,63,122,11.760832,18.34865128
contact,football,0.017,0,63,36,12.444621,18.77373618
contact,lens,0.133,0.182,63,12,1.04298,1.102309151
contact,phone,0.011,0,63,54,10.213461,17.87547808
contact,sport,0.022,0,63,17,11.906463,15.53158649
container,bottle,0.013,0,10,76,4.201787,4.156498382
container,bowl,0.081,0,10,23,5.921575,6.260632537
container,box,0.067,0.061,10,70,3.138624,3.316193558
container,bucket,0.02,0,10,7,6.055101,5.88906898
container,cup,0.034,0,10,45,4.98875,4.938876697
container,food,0.047,0,10,147,8.205734,9.849413626
container,holder,0.074,0.059,10,27,8.933357,12.69770383
container,jar,0.074,0.034,10,16,5.516115,5.344341805
container,juice,0.02,0,10,11,15.978525,15.59524088
container,lid,0.04,0.058,10,19,10.145795,11.85033793
container,liquid,0.013,0,10,48,11.170314,10.43686194
container,storage,0.02,0.023,10,41,7.781132,7.786686856
container,water,0.034,0,10,442,9.078035,9.021659739
content,body,0.014,0,53,276,5.142763,4.883645998
content,book,0.103,0,53,193,4.534798,9.005695411
content,inside,0.021,0,53,174,12.503438,13.61900783
content,material,0.014,0,53,174,5.122793,15.04239835
content,text,0.021,0,53,60,5.459588,8.855559591
contest,beauty,0.015,0.014,26,71,16.125391,16.87245818
contest,competition,0.129,0.028,26,63,0,4.77E-09
contest,game,0.121,0,26,123,2.602811,2.673206053
contest,match,0.015,0,26,41,2.056094,2.188960067
contest,money,0.015,0,26,265,15.232292,15.48616382
contest,prize,0.106,0.013,26,28,14.50705,20.30244427
contest,sport,0.015,0,26,17,13.509497,14.03473016
contest,winner,0.182,0,26,8,15.909633,21.78736924
context,book,0.273,0,35,193,13.702009,17.90816638
context,clue,0.07,0,35,15,14.601738,14.8512375
context,content,0.056,0,35,53,8.200956,7.861258485
context,idea,0.014,0,35,195,14.356059,15.06448008
context,information,0.021,0,35,269,12.048919,18.16073693
context,inside,0.049,0,35,174,18.990827,20.61446065
